GCA_008632655.1,287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
GCA_001652705.1,626937,Bacteria,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,Christensenella,Christensenella minuta,
GCA_003628755.1,626937,Bacteria,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,Christensenella,Christensenella minuta,
GCA_902388075.1,626937,Bacteria,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,Christensenella,Christensenella minuta,
GCA_001916865.1,626940,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium succinatutens,
GCA_003452535.1,626940,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium succinatutens,
GCA_008680245.1,626940,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium succinatutens,
GCA_014872525.1,626940,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium succinatutens,
GCA_017851075.1,626940,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium succinatutens,
GCA_018368575.1,626940,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium succinatutens,
GCA_021625625.1,626940,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium succinatutens,
GCA_021631835.1,626940,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium succinatutens,
GCA_021633295.1,626940,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium succinatutens,
GCA_905208245.1,626940,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium succinatutens,
GCA_009684555.1,630129,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catenulatum,
GCA_016586355.1,645466,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes butyraticus,
GCA_000466445.2,649724,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. ATCC BAA-442,
GCA_004345805.1,649753,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,Flavonifractor plautii DSM 6740
GCA_000469305.1,649755,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,Faecalitalea cylindroides,Faecalitalea cylindroides ATCC 27803
GCA_000210695.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_000876135.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_001404655.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_001404835.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_001404955.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_001405635.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_001405715.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_001998765.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_008416325.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_008672325.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_008680515.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_008680995.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_013302355.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_013302445.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_013302465.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_013302475.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_013302525.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_013302565.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_013302595.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_013302645.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_013302675.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_013302745.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_013302785.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_013302795.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_013302845.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_013302855.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_013303175.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_013303185.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_013304505.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_015554695.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_017776395.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_017776475.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_017850655.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_017851275.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_018786105.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_018786145.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_018786165.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_018916965.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_020537325.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_020538085.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_020560085.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_020560415.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_020560665.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_022134965.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_902362395.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_902388025.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_905206325.1,649756,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,
GCA_000332875.2,649757,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,Anaerostipes hadrus DSM 3319
GCA_009707925.1,649762,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia luti,Blautia luti DSM 14534
GCA_900539085.1,655657,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Cryptobacterium,uncultured Cryptobacterium sp.,
GCA_905198335.1,655657,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Cryptobacterium,uncultured Cryptobacterium sp.,
GCA_000210055.1,657308,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,Gordonibacter pamelaeae,Gordonibacter pamelaeae 7-10-1-b
GCA_000210075.1,657309,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,Bacteroides xylanisolvens XB1A
GCA_000210035.1,657313,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques,[Ruminococcus] torques L2-14
GCA_000210015.1,657314,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia obeum,Blautia obeum A2-162
GCA_000209995.1,657315,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia intestinalis,Roseburia intestinalis M50/1
GCA_000209955.1,657317,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,[Eubacterium] rectale,[Eubacterium] rectale M104/1
GCA_000209935.1,657318,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,[Eubacterium] rectale,[Eubacterium] rectale DSM 17629
GCA_900291485.1,657321,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus bromii,Ruminococcus bromii L2-63
GCA_000209855.1,657322,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii SL3/3
GCA_000209835.1,657323,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp. SR1/5,
GCA_000218445.1,658081,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,Lachnospiraceae bacterium 1_1_57FAA,
GCA_000218465.1,658082,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,Lachnospiraceae bacterium 2_1_58FAA,
GCA_000209425.1,658083,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,Lachnospiraceae bacterium 6_1_63FAA,
GCA_000242155.1,658087,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,Lachnospiraceae bacterium 7_1_58FAA,
GCA_000185525.1,658089,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,Lachnospiraceae bacterium 5_1_63FAA,
GCA_900543855.1,658143,Bacteria,Tenericutes,,,,,uncultured Tenericutes bacterium,
GCA_900553095.1,658143,Bacteria,Tenericutes,,,,,uncultured Tenericutes bacterium,
GCA_000218385.1,658655,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,Lachnospiraceae bacterium 1_4_56FAA,
GCA_000191805.1,658656,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,Lachnospiraceae bacterium 6_1_37FAA,
GCA_000242195.1,658657,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,Erysipelotrichaceae bacterium 21_3,
GCA_000165065.1,658659,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,Erysipelotrichaceae bacterium 3_1_53,
GCA_900538335.1,665903,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,uncultured Slackia sp.,
GCA_900553655.1,665903,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,uncultured Slackia sp.,
GCA_900553775.1,665903,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,uncultured Slackia sp.,
GCA_900758225.1,665903,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,uncultured Slackia sp.,
GCA_905205395.1,665903,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,uncultured Slackia sp.,
GCA_000239735.1,665941,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus sp. 3_3_56FAA,
GCA_000185625.1,665943,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella sp. 1_3_56FAA,
GCA_000185545.1,665951,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,Lachnospiraceae bacterium 8_1_57FAA,
GCA_000273465.1,665953,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides eggerthii,Bacteroides eggerthii 1_2_48FAA
GCA_000238635.1,665956,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum sp. 4_3_54A2FAA,
GCA_018376515.1,671228,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp. oral taxon 158,
GCA_014202115.1,673271,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Catenibacillus,Catenibacillus scindens,
GCA_003121505.1,674529,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,
GCA_008571655.1,674529,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,
GCA_015546675.1,674529,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,
GCA_015554665.1,674529,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,
GCA_015671215.1,674529,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,
GCA_019733575.1,674529,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,
GCA_020560025.1,674529,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,
GCA_020662225.1,674529,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,
GCA_021410725.1,674529,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,
GCA_021410795.1,674529,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,
GCA_000177075.1,679190,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccalis,Prevotella buccalis ATCC 35310
GCA_000265365.1,679935,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes finegoldii,Alistipes finegoldii DSM 17242
GCA_000224655.1,693988,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila sp. 4_1_30,
GCA_000178275.1,702443,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides ovatus SD CMC 3f
GCA_000577955.1,702444,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,Bacteroides xylanisolvens SD CC 2a
GCA_000178195.1,702446,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,Phocaeicola vulgatus PC510
GCA_000178215.1,702447,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,Bacteroides xylanisolvens SD CC 1b
GCA_000165905.1,702459,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum,Bifidobacterium bifidum PRL2010
GCA_900112995.1,706562,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rogosae,
GCA_900538945.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900539875.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900540575.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900540595.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900541905.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900542535.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900543195.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900543285.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900543295.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900546265.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900546885.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900547455.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900548545.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900548715.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900549055.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900549945.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900550665.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900554145.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900554165.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900556085.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900557155.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900751905.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900752355.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900753185.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900753425.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900753495.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900754605.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900756495.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900756575.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900756625.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900757695.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900757815.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900758315.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900758795.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900759135.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900759595.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900759705.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900760045.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900760775.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900762465.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900763335.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900763715.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900764605.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900766145.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900766565.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_900771375.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_902383945.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_902406245.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_904382915.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_904397845.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_904419335.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_904420455.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_905187785.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_905187875.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_905194135.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_905197685.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_905198295.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_905199505.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_905200155.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_905200205.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_905200335.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_905200395.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_905202785.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_905202865.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_905205845.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_905206665.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_905206735.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
GCA_905206895.1,707003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,uncultured Oscillospiraceae bacterium,
