run_accession	study_accession	library_name	library_strategy	run_alias	fastq_ftp	sample_alias	sample_title
SRR19064794	PRJNA834801	DP231	WGS	DP231_S229_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/094/SRR19064794/SRR19064794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/094/SRR19064794/SRR19064794_2.fastq.gz	DP231	human gut metagenome
SRR19064795	PRJNA834801	DP229	WGS	DP229_S227_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/095/SRR19064795/SRR19064795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/095/SRR19064795/SRR19064795_2.fastq.gz	DP229	human gut metagenome
SRR19064804	PRJNA834801	DP223	WGS	DP223_S221_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/004/SRR19064804/SRR19064804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/004/SRR19064804/SRR19064804_2.fastq.gz	DP223	human gut metagenome
SRR19064805	PRJNA834801	DP219	WGS	DP219_S217_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/005/SRR19064805/SRR19064805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/005/SRR19064805/SRR19064805_2.fastq.gz	DP219	human gut metagenome
SRR19064806	PRJNA834801	DP218	WGS	DP218_S216_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/006/SRR19064806/SRR19064806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/006/SRR19064806/SRR19064806_2.fastq.gz	DP218	human gut metagenome
SRR19064807	PRJNA834801	DP213	WGS	DP213_S211_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/007/SRR19064807/SRR19064807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/007/SRR19064807/SRR19064807_2.fastq.gz	DP213	human gut metagenome
SRR19064815	PRJNA834801	DP179	WGS	DP179_S177_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/015/SRR19064815/SRR19064815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/015/SRR19064815/SRR19064815_2.fastq.gz	DP179	human gut metagenome
SRR19064817	PRJNA834801	DP177	WGS	DP177_S175_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/017/SRR19064817/SRR19064817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/017/SRR19064817/SRR19064817_2.fastq.gz	DP177	human gut metagenome
SRR19064819	PRJNA834801	DP172	WGS	DP172_S171_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/019/SRR19064819/SRR19064819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/019/SRR19064819/SRR19064819_2.fastq.gz	DP172	human gut metagenome
SRR19064820	PRJNA834801	DC052	WGS	DC052_S214_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19064820/SRR19064820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19064820/SRR19064820_2.fastq.gz	DC052	human gut metagenome
SRR19064822	PRJNA834801	DP175	WGS	DP175_S173_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/022/SRR19064822/SRR19064822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/022/SRR19064822/SRR19064822_2.fastq.gz	DP175	human gut metagenome
SRR19064827	PRJNA834801	DP164	WGS	DP164_S163_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/027/SRR19064827/SRR19064827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/027/SRR19064827/SRR19064827_2.fastq.gz	DP164	human gut metagenome
SRR19064830	PRJNA834801	DP165	WGS	DP165_S164_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/030/SRR19064830/SRR19064830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/030/SRR19064830/SRR19064830_2.fastq.gz	DP165	human gut metagenome
SRR19064831	PRJNA834801	DP160	WGS	DP160_S159_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/031/SRR19064831/SRR19064831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/031/SRR19064831/SRR19064831_2.fastq.gz	DP160	human gut metagenome
SRR19064834	PRJNA834801	DP158	WGS	DP158_S157_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064834/SRR19064834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064834/SRR19064834_2.fastq.gz	DP158	human gut metagenome
SRR19064836	PRJNA834801	DP156	WGS	DP156_S155_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/036/SRR19064836/SRR19064836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/036/SRR19064836/SRR19064836_2.fastq.gz	DP156	human gut metagenome
SRR19064838	PRJNA834801	DP154	WGS	DP154_S153_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/038/SRR19064838/SRR19064838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/038/SRR19064838/SRR19064838_2.fastq.gz	DP154	human gut metagenome
SRR19064840	PRJNA834801	DP151	WGS	DP151_S150_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/040/SRR19064840/SRR19064840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/040/SRR19064840/SRR19064840_2.fastq.gz	DP151	human gut metagenome
SRR19064841	PRJNA834801	DP150	WGS	DP150_S149_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/041/SRR19064841/SRR19064841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/041/SRR19064841/SRR19064841_2.fastq.gz	DP150	human gut metagenome
SRR19064845	PRJNA834801	DP148	WGS	DP148_S147_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/045/SRR19064845/SRR19064845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/045/SRR19064845/SRR19064845_2.fastq.gz	DP148	human gut metagenome
SRR19064853	PRJNA834801	DP136	WGS	DP136_S135_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/053/SRR19064853/SRR19064853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/053/SRR19064853/SRR19064853_2.fastq.gz	DP136	human gut metagenome
SRR19064854	PRJNA834801	DP038	WGS	DP038_S38_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064854/SRR19064854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064854/SRR19064854_2.fastq.gz	DP038	human gut metagenome
SRR19064857	PRJNA834801	DP039	WGS	DP039_S39_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/057/SRR19064857/SRR19064857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/057/SRR19064857/SRR19064857_2.fastq.gz	DP039	human gut metagenome
SRR19064858	PRJNA834801	DP032	WGS	DP032_S32_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/058/SRR19064858/SRR19064858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/058/SRR19064858/SRR19064858_2.fastq.gz	DP032	human gut metagenome
SRR19064862	PRJNA834801	DP028	WGS	DP028_S28_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/062/SRR19064862/SRR19064862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/062/SRR19064862/SRR19064862_2.fastq.gz	DP028	human gut metagenome
SRR19064866	PRJNA834801	DP025	WGS	DP025_S25_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/066/SRR19064866/SRR19064866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/066/SRR19064866/SRR19064866_2.fastq.gz	DP025	human gut metagenome
SRR19064867	PRJNA834801	DP024	WGS	DP024_S24_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/067/SRR19064867/SRR19064867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/067/SRR19064867/SRR19064867_2.fastq.gz	DP024	human gut metagenome
SRR19064869	PRJNA834801	DP021	WGS	DP021_S21_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/069/SRR19064869/SRR19064869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/069/SRR19064869/SRR19064869_2.fastq.gz	DP021	human gut metagenome
SRR19064879	PRJNA834801	DP009	WGS	DP009_S9_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/079/SRR19064879/SRR19064879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/079/SRR19064879/SRR19064879_2.fastq.gz	DP009	human gut metagenome
SRR19064884	PRJNA834801	DP005	WGS	DP005_S5_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/084/SRR19064884/SRR19064884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/084/SRR19064884/SRR19064884_2.fastq.gz	DP005	human gut metagenome
SRR19064885	PRJNA834801	DP004	WGS	DP004_S4_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/085/SRR19064885/SRR19064885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/085/SRR19064885/SRR19064885_2.fastq.gz	DP004	human gut metagenome
SRR19064891	PRJNA834801	DC314	WGS	DC314_UAB832_S75_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/091/SRR19064891/SRR19064891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/091/SRR19064891/SRR19064891_2.fastq.gz	DC314	human gut metagenome
SRR19064892	PRJNA834801	DC313	WGS	DC313_UAB832_S74_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/092/SRR19064892/SRR19064892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/092/SRR19064892/SRR19064892_2.fastq.gz	DC313	human gut metagenome
SRR19064894	PRJNA834801	DC312	WGS	DC312_UAB832_S73_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/094/SRR19064894/SRR19064894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/094/SRR19064894/SRR19064894_2.fastq.gz	DC312	human gut metagenome
SRR19064895	PRJNA834801	DC310	WGS	DC310_UAB832_S72_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/095/SRR19064895/SRR19064895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/095/SRR19064895/SRR19064895_2.fastq.gz	DC310	human gut metagenome
SRR19064896	PRJNA834801	DC308	WGS	DC308_UAB832_S71_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/096/SRR19064896/SRR19064896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/096/SRR19064896/SRR19064896_2.fastq.gz	DC308	human gut metagenome
SRR19064897	PRJNA834801	DC307	WGS	DC307_UAB832_S70_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/097/SRR19064897/SRR19064897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/097/SRR19064897/SRR19064897_2.fastq.gz	DC307	human gut metagenome
SRR19064904	PRJNA834801	DC029	WGS	DC029_S128_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/004/SRR19064904/SRR19064904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/004/SRR19064904/SRR19064904_2.fastq.gz	DC029	human gut metagenome
SRR19064908	PRJNA834801	DC291	WGS	DC291_UAB832_S61_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/008/SRR19064908/SRR19064908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/008/SRR19064908/SRR19064908_2.fastq.gz	DC291	human gut metagenome
SRR19064909	PRJNA834801	DC290	WGS	DC290_UAB832_S34_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/009/SRR19064909/SRR19064909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/009/SRR19064909/SRR19064909_2.fastq.gz	DC290	human gut metagenome
SRR19064912	PRJNA834801	DC285	WGS	DC285_UAB832_S31_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/012/SRR19064912/SRR19064912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/012/SRR19064912/SRR19064912_2.fastq.gz	DC285	human gut metagenome
SRR19064913	PRJNA834801	DC283	WGS	DC283_UAB832_S30_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/013/SRR19064913/SRR19064913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/013/SRR19064913/SRR19064913_2.fastq.gz	DC283	human gut metagenome
SRR19064929	PRJNA834801	DC211	WGS	DC211_UAB832_S44_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19064929/SRR19064929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19064929/SRR19064929_2.fastq.gz	DC211	human gut metagenome
SRR19064933	PRJNA834801	DC206	WGS	DC206_UAB832_S41_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/033/SRR19064933/SRR19064933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/033/SRR19064933/SRR19064933_2.fastq.gz	DC206	human gut metagenome
SRR19064934	PRJNA834801	DC205	WGS	DC205_UAB832_S40_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064934/SRR19064934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064934/SRR19064934_2.fastq.gz	DC205	human gut metagenome
SRR19064939	PRJNA834801	DC126	WGS	DC126_S332_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/039/SRR19064939/SRR19064939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/039/SRR19064939/SRR19064939_2.fastq.gz	DC126	human gut metagenome
SRR19064941	PRJNA834801	DC121	WGS	DC121_S327_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/041/SRR19064941/SRR19064941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/041/SRR19064941/SRR19064941_2.fastq.gz	DC121	human gut metagenome
SRR19064943	PRJNA834801	DC119	WGS	DC119_S325_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/043/SRR19064943/SRR19064943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/043/SRR19064943/SRR19064943_2.fastq.gz	DC119	human gut metagenome
SRR19064945	PRJNA834801	DC118	WGS	DC118_S324_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/045/SRR19064945/SRR19064945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/045/SRR19064945/SRR19064945_2.fastq.gz	DC118	human gut metagenome
SRR19064947	PRJNA834801	DC117	WGS	DC117_S323_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/047/SRR19064947/SRR19064947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/047/SRR19064947/SRR19064947_2.fastq.gz	DC117	human gut metagenome
SRR19064948	PRJNA834801	DC115	WGS	DC115_S322_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/048/SRR19064948/SRR19064948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/048/SRR19064948/SRR19064948_2.fastq.gz	DC115	human gut metagenome
SRR19064949	PRJNA834801	DC113	WGS	DC113_S320_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/049/SRR19064949/SRR19064949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/049/SRR19064949/SRR19064949_2.fastq.gz	DC113	human gut metagenome
SRR19064952	PRJNA834801	DC114	WGS	DC114_S321_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/052/SRR19064952/SRR19064952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/052/SRR19064952/SRR19064952_2.fastq.gz	DC114	human gut metagenome
SRR19064953	PRJNA834801	DC110	WGS	DC110_S317_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/053/SRR19064953/SRR19064953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/053/SRR19064953/SRR19064953_2.fastq.gz	DC110	human gut metagenome
SRR19064954	PRJNA834801	DC109	WGS	DC109_S316_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064954/SRR19064954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064954/SRR19064954_2.fastq.gz	DC109	human gut metagenome
SRR19064955	PRJNA834801	DC108	WGS	DC108_S315_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/055/SRR19064955/SRR19064955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/055/SRR19064955/SRR19064955_2.fastq.gz	DC108	human gut metagenome
SRR19064957	PRJNA834801	DP507	WGS	DP507_UAB832_S16_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/057/SRR19064957/SRR19064957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/057/SRR19064957/SRR19064957_2.fastq.gz	DP507	human gut metagenome
SRR19064961	PRJNA834801	DP503	WGS	DP503_UAB832_S13_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/061/SRR19064961/SRR19064961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/061/SRR19064961/SRR19064961_2.fastq.gz	DP503	human gut metagenome
SRR19064962	PRJNA834801	DP502	WGS	DP502_UAB832_S12_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/062/SRR19064962/SRR19064962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/062/SRR19064962/SRR19064962_2.fastq.gz	DP502	human gut metagenome
SRR19064967	PRJNA834801	DP500	WGS	DP500_UAB832_S10_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/067/SRR19064967/SRR19064967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/067/SRR19064967/SRR19064967_2.fastq.gz	DP500	human gut metagenome
SRR19064968	PRJNA834801	DP495	WGS	DP495_UAB832_S6_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/068/SRR19064968/SRR19064968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/068/SRR19064968/SRR19064968_2.fastq.gz	DP495	human gut metagenome
SRR19064969	PRJNA834801	DC082	WGS	DC082_S290_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/069/SRR19064969/SRR19064969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/069/SRR19064969/SRR19064969_2.fastq.gz	DC082	human gut metagenome
SRR19064974	PRJNA834801	DP632	WGS	DP632_UAB832_S51_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/074/SRR19064974/SRR19064974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/074/SRR19064974/SRR19064974_2.fastq.gz	DP632	human gut metagenome
SRR19064976	PRJNA834801	DP631	WGS	DP631_UAB832_S50_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/076/SRR19064976/SRR19064976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/076/SRR19064976/SRR19064976_2.fastq.gz	DP631	human gut metagenome
SRR19064984	PRJNA834801	DP622	WGS	DP622_UAB832_S43_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/084/SRR19064984/SRR19064984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/084/SRR19064984/SRR19064984_2.fastq.gz	DP622	human gut metagenome
SRR19064987	PRJNA834801	DP618	WGS	DP618_UAB832_S39_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/087/SRR19064987/SRR19064987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/087/SRR19064987/SRR19064987_2.fastq.gz	DP618	human gut metagenome
SRR19064998	PRJNA834801	DP558	WGS	DP558_UAB832_S69_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/098/SRR19064998/SRR19064998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/098/SRR19064998/SRR19064998_2.fastq.gz	DP558	human gut metagenome
SRR19064999	PRJNA834801	DP556	WGS	DP556_UAB832_S68_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/099/SRR19064999/SRR19064999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/099/SRR19064999/SRR19064999_2.fastq.gz	DP556	human gut metagenome
SRR19065000	PRJNA834801	DP554	WGS	DP554_UAB832_S67_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/000/SRR19065000/SRR19065000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/000/SRR19065000/SRR19065000_2.fastq.gz	DP554	human gut metagenome
SRR19065004	PRJNA834801	DP548	WGS	DP548_UAB832_S63_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/004/SRR19065004/SRR19065004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/004/SRR19065004/SRR19065004_2.fastq.gz	DP548	human gut metagenome
SRR19065005	PRJNA834801	DC090	WGS	DC090_S298_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/005/SRR19065005/SRR19065005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/005/SRR19065005/SRR19065005_2.fastq.gz	DC090	human gut metagenome
SRR19065006	PRJNA834801	DP547	WGS	DP547_UAB832_S62_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/006/SRR19065006/SRR19065006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/006/SRR19065006/SRR19065006_2.fastq.gz	DP547	human gut metagenome
SRR19065010	PRJNA834801	DP542	WGS	DP542_UAB832_S47_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/010/SRR19065010/SRR19065010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/010/SRR19065010/SRR19065010_2.fastq.gz	DP542	human gut metagenome
SRR19065019	PRJNA834801	DP455	WGS	DP455_UAB832_S58_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/019/SRR19065019/SRR19065019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/019/SRR19065019/SRR19065019_2.fastq.gz	DP455	human gut metagenome
SRR19065020	PRJNA834801	DP454	WGS	DP454_UAB832_S57_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19065020/SRR19065020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19065020/SRR19065020_2.fastq.gz	DP454	human gut metagenome
SRR19065021	PRJNA834801	DP453	WGS	DP453_UAB832_S56_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/021/SRR19065021/SRR19065021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/021/SRR19065021/SRR19065021_2.fastq.gz	DP453	human gut metagenome
SRR19065022	PRJNA834801	DC078	WGS	DC078_S286_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/022/SRR19065022/SRR19065022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/022/SRR19065022/SRR19065022_2.fastq.gz	DC078	human gut metagenome
SRR19065023	PRJNA834801	DP452	WGS	DP452_UAB832_S55_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/023/SRR19065023/SRR19065023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/023/SRR19065023/SRR19065023_2.fastq.gz	DP452	human gut metagenome
SRR19065024	PRJNA834801	DP451	WGS	DP451_UAB832_S54_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/024/SRR19065024/SRR19065024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/024/SRR19065024/SRR19065024_2.fastq.gz	DP451	human gut metagenome
SRR19065027	PRJNA834801	DP448	WGS	DP448_UAB832_S51_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/027/SRR19065027/SRR19065027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/027/SRR19065027/SRR19065027_2.fastq.gz	DP448	human gut metagenome
SRR19065029	PRJNA834801	DP446	WGS	DP446_UAB832_S49_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19065029/SRR19065029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19065029/SRR19065029_2.fastq.gz	DP446	human gut metagenome
SRR19065031	PRJNA834801	DP444	WGS	DP444_UAB832_S37_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/031/SRR19065031/SRR19065031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/031/SRR19065031/SRR19065031_2.fastq.gz	DP444	human gut metagenome
